HCPC,SEQNUM,RECID,"LONG DESCRIPTION","SHORT DESCRIPTION",PRICE1,PRICE2,PRICE3,PRICE4,MULT_PI,CIM1,CIM2,CIM3,MCM1,MCM2,MCM3,STATUTE,LABCERT1,LABCERT2,LABCERT3,LABCERT4,LABCERT5,LABCERT6,LABCERT7,LABCERT8,XREF1,XREF2,XREF3,XREF4,XREF5,COV,ASC_GRP,ASC_DT,OPPS,OPPS_PI,OPPS_DT,PROCNOTE,BETOS,TOS1,TOS2,TOS3,TOS4,TOS5,ANEST_BU,"ADD DT","ACT EFF DT","TERM DT","ACTION CD"
L3978,0010,3,"Shoulder elbow wrist hand finger orthosis, abduction positioning (airplane design), thoracic component and support bar, includes one or more nontorsion joints, elastic bands, turnbuckles, may include soft interface, straps, custom fabricated, includes fitting and adjustment","Sewhfo airplane w/jnt(s) cf",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20060101,20060101,,N
L3980,0010,3,"Upper extremity fracture orthosis, humeral, prefabricated, includes fitting and adjustment","Up ext fx orthos humeral nos",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19820101,20150101,,N
L3981,0010,3,"Upper extremity fracture orthosis, humeral, prefabricated, includes shoulder cap design, with or without joints, forearm section, may include soft interface, straps, includes fitting and adjustments","Ue fx orth shoul cap forearm",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20150101,20150101,,N
L3982,0010,3,"Upper extremity fracture orthosis, radius/ulnar, prefabricated, includes fitting and adjustment","Upper ext fx orthosis rad/ul",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19840101,20010101,,N
L3984,0010,3,"Upper extremity fracture orthosis, wrist, prefabricated, includes fitting and adjustment","Upper ext fx orthosis wrist",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19820101,20010101,,N
L3995,0010,3,"Addition to upper extremity orthosis, sock, fracture or equal, each","Sock fracture or equal each",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,19960101,,N
L3999,0010,3,"Upper limb orthosis, not otherwise specified","Upper limb orthosis nos",46,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19820101,19980101,,N
L4000,0010,3,"Replace girdle for spinal orthosis (ctlso or so)","Repl girdle milwaukee orth",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19850101,20020101,,N
L4002,0010,3,"Replacement strap, any orthosis, includes all components, any length, any type","Replace strap, any orthosis",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20050101,20050101,,N
L4010,0010,3,"Replace trilateral socket brim","Replace trilateral socket br",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19850101,19960101,,N
L4020,0010,3,"Replace quadrilateral socket brim, molded to patient model","Replace quadlat socket brim",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19850101,19960101,,N
L4030,0010,3,"Replace quadrilateral socket brim, custom fitted","Replace socket brim cust fit",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19850101,19960101,,N
L4040,0010,3,"Replace molded thigh lacer, for custom fabricated orthosis only","Replace molded thigh lacer",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19850101,20050101,,N
L4045,0010,3,"Replace non-molded thigh lacer, for custom fabricated orthosis only","Replace non-molded thigh lac",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,20050101,,N
L4050,0010,3,"Replace molded calf lacer, for custom fabricated orthosis only","Replace molded calf lacer",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19850101,20050101,,N
L4055,0010,3,"Replace non-molded calf lacer, for custom fabricated orthosis only","Replace non-molded calf lace",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,20050101,,N
L4060,0010,3,"Replace high roll cuff","Replace high roll cuff",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19850101,19960101,,N
L4070,0010,3,"Replace proximal and distal upright for kafo","Replace prox & dist upright",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L4080,0010,3,"Replace metal bands kafo, proximal thigh","Repl met band kafo-afo prox",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L4090,0010,3,"Replace metal bands kafo-afo, calf or distal thigh","Repl met band kafo-afo calf/",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19850101,19960101,,N
L4100,0010,3,"Replace leather cuff kafo, proximal thigh","Repl leath cuff kafo prox th",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L4110,0010,3,"Replace leather cuff kafo-afo, calf or distal thigh","Repl leath cuff kafo-afo cal",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19850101,19960101,,N
L4130,0010,3,"Replace pretibial shell","Replace pretibial shell",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19840101,19960101,,N
L4205,0010,3,"Repair of orthotic device, labor component, per 15 minutes","Ortho dvc repair per 15 min",46,,,,A,,,,2100.4,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19970101,19970101,,N
L4210,0010,3,"Repair of orthotic device, repair or replace minor parts","Orth dev repair/repl minor p",46,,,,A,,,,2133,2100.4,2130D,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19850101,19960101,,N
L4350,0010,3,"Ankle control orthosis, stirrup style, rigid, includes any type interface (e.g., pneumatic, gel), prefabricated, off-the-shelf","Ankle control ortho pre ots",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,20140101,,N
L4360,0010,3,"Walking boot, pneumatic and/or vacuum, with or without joints, with or without interface material, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise","Pneumat walking boot pre cst",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,20140101,,N
L4361,0010,3,"Walking boot, pneumatic and/or vacuum, with or without joints, with or without interface material, prefabricated, off-the-shelf","Pneuma/vac walk boot pre ots",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20140101,20140101,,N
L4370,0010,3,"Pneumatic full leg splint, prefabricated, off-the-shelf","Pneum full leg splnt pre ots",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,20140101,,N
L4386,0010,3,"Walking boot, non-pneumatic, with or without joints, with or without interface material, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise","Non-pneum walk boot pre cst",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20030101,20140101,,N
L4387,0010,3,"Walking boot, non-pneumatic, with or without joints, with or without interface material, prefabricated, off-the-shelf","Non-pneum walk boot pre ots",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20140101,20140101,,N
L4392,0010,3,"Replacement, soft interface material, static afo","Replace afo soft interface",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19970101,20010101,,N
L4394,0010,3,"Replace soft interface material, foot drop splint","Replace foot drop spint",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19970101,19970101,,N
L4396,0010,3,"Static or dynamic ankle foot orthosis, including soft interface material, adjustable for fit, for positioning, may be used for minimal ambulation, prefabricated item that has been trimmed, bent, molded, assembled, or otherwise customized to fit a specific patient by an individual with expertise","Static or dynami afo pre cst",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19970101,20140101,,N
L4397,0010,3,"Static or dynamic ankle foot orthosis, including soft interface material, adjustable for fit, for positioning, may be used for minimal ambulation, prefabricated, off-the-shelf","Static or dynami afo pre ots",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20140101,20140101,,N
L4398,0010,3,"Foot drop splint, recumbent positioning device, prefabricated, off-the-shelf","Foot drop splint pre ots",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19970101,20140101,,N
L4631,0010,3,"Ankle foot orthosis, walking boot type, varus/valgus correction, rocker bottom, anterior tibial shell, soft interface, custom arch support, plastic or other material, includes straps and closures, custom fabricated","Afo, walk boot type, cus fab",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20110101,20110101,,N
L5000,0010,3,"Partial foot, shoe insert with longitudinal arch, toe filler","Sho insert w arch toe filler",38,,,,A,,,,2323,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19820101,19960101,,N
L5010,0010,3,"Partial foot, molded socket, ankle height, with toe filler","Mold socket ank hgt w/ toe f",38,,,,A,,,,2323,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19820101,19960101,,N
L5020,0010,3,"Partial foot, molded socket, tibial tubercle height, with toe filler","Tibial tubercle hgt w/ toe f",38,,,,A,,,,2323,,,,,,,,,,,,,,,,,D,,,,,,,D1F,P,,,,,"  0",19820101,19960101,,N
L5050,0010,3,"Ankle, symes, molded socket, sach foot","Ank symes mold sckt sach ft",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19850101,19960101,,N
L5060,0010,3,"Ankle, symes, metal frame, molded leather socket, articulated ankle/foot","Symes met fr leath socket ar",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19850101,19960101,,N
L5100,0010,3,"Below knee, molded socket, shin, sach foot","Molded socket shin sach foot",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19820101,19960101,,N
L5105,0010,3,"Below knee, plastic socket, joints and thigh lacer, sach foot","Plast socket jts/thgh lacer",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,19960101,,N
L5150,0010,3,"Knee disarticulation (or through knee), molded socket, external knee joints, shin, sach foot","Mold sckt ext knee shin sach",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19820101,19960101,,N
L5160,0010,3,"Knee disarticulation (or through knee), molded socket, bent knee configuration, external knee joints, shin, sach foot","Mold socket bent knee shin s",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19820101,19960101,,N
L5200,0010,3,"Above knee, molded socket, single axis constant friction knee, shin, sach foot","Kne sing axis fric shin sach",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19820101,19960101,,N
L5210,0010,3,"Above knee, short prosthesis, no knee joint ('stubbies'), with foot blocks, no ankle joints, each","No knee/ankle joints w/ ft b",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19820101,19960101,,N
L5220,0010,3,"Above knee, short prosthesis, no knee joint ('stubbies'), with articulated ankle/foot, dynamically aligned, each","No knee joint with artic ali",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19820101,19960101,,N
L5230,0010,3,"Above knee, for proximal femoral focal deficiency, constant friction knee, shin, sach foot","Fem focal defic constant fri",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19820101,19960101,,N
L5250,0010,3,"Hip disarticulation, canadian type; molded socket, hip joint, single axis constant friction knee, shin, sach foot","Hip canad sing axi cons fric",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19820101,19960101,,N
L5270,0010,3,"Hip disarticulation, tilt table type; molded socket, locking hip joint, single axis constant friction knee, shin, sach foot","Tilt table locking hip sing",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19820101,19960101,,N
L5280,0010,3,"Hemipelvectomy, canadian type; molded socket, hip joint, single axis constant friction knee, shin, sach foot","Hemipelvect canad sing axis",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19820101,19960101,,N
L5301,0010,3,"Below knee, molded socket, shin, sach foot, endoskeletal system","Bk mold socket sach ft endo",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20020101,20020101,,N
L5312,0010,3,"Knee disarticulation (or through knee), molded socket, single axis knee, pylon, sach foot, endoskeletal system","Knee disart, sach ft, endo",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20120101,20120101,,N
L5321,0010,3,"Above knee, molded socket, open end, sach foot, endoskeletal system, single axis knee","Ak open end sach",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20020101,20020101,,N
L5331,0010,3,"Hip disarticulation, canadian type, molded socket, endoskeletal system, hip joint, single axis knee, sach foot","Hip disart canadian sach ft",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20020101,20020101,,N
L5341,0010,3,"Hemipelvectomy, canadian type, molded socket, endoskeletal system, hip joint, single axis knee, sach foot","Hemipelvectomy canadian sach",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",20020101,20020101,,N
L5400,0010,3,"Immediate post surgical or early fitting, application of initial rigid dressing, including fitting, alignment, suspension, and one cast change, below knee","Postop dress & 1 cast chg bk",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19820101,19960101,,N
L5410,0010,3,"Immediate post surgical or early fitting, application of initial rigid dressing, including fitting, alignment and suspension, below knee, each additional cast change and realignment","Postop dsg bk ea add cast ch",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5420,0010,3,"Immediate post surgical or early fitting, application of initial rigid dressing, including fitting, alignment and suspension and one cast change 'ak' or knee disarticulation","Postop dsg & 1 cast chg ak/d",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19820101,19960101,,N
L5430,0010,3,"Immediate post surgical or early fitting, application of initial rigid dressing, incl. fitting, alignment and supension, 'ak' or knee disarticulation, each additional cast change and realignment","Postop dsg ak ea add cast ch",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5450,0010,3,"Immediate post surgical or early fitting, application of non-weight bearing rigid dressing, below knee","Postop app non-wgt bear dsg",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19820101,19960101,,N
L5460,0010,3,"Immediate post surgical or early fitting, application of non-weight bearing rigid dressing, above knee","Postop app non-wgt bear dsg",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19820101,19960101,,N
L5500,0010,3,"Initial, below knee 'ptb' type socket, non-alignable system, pylon, no cover, sach foot, plaster socket, direct formed","Init bk ptb plaster direct",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5505,0010,3,"Initial, above knee - knee disarticulation, ischial level socket, non-alignable system, pylon, no cover, sach foot, plaster socket, direct formed","Init ak ischal plstr direct",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5510,0010,3,"Preparatory, below knee 'ptb' type socket, non-alignable system, pylon, no cover, sach foot, plaster socket, molded to model","Prep bk ptb plaster molded",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5520,0010,3,"Preparatory, below knee 'ptb' type socket, non-alignable system, pylon, no cover, sach foot, thermoplastic or equal, direct formed","Perp bk ptb thermopls direct",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5530,0010,3,"Preparatory, below knee 'ptb' type socket, non-alignable system, pylon, no cover, sach foot, thermoplastic or equal, molded to model","Prep bk ptb thermopls molded",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5535,0010,3,"Preparatory, below knee 'ptb' type socket, non-alignable system, no cover, sach foot, prefabricated, adjustable open end socket","Prep bk ptb open end socket",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,19960101,,N
L5540,0010,3,"Preparatory, below knee 'ptb' type socket, non-alignable system, pylon, no cover, sach foot, laminated socket, molded to model","Prep bk ptb laminated socket",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5560,0010,3,"Preparatory, above knee- knee disarticulation, ischial level socket, non-alignable system, pylon, no cover, sach foot, plaster socket, molded to model","Prep ak ischial plast molded",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5570,0010,3,"Preparatory, above knee - knee disarticulation, ischial level socket, non-alignable system, pylon, no cover, sach foot, thermoplastic or equal, direct formed","Prep ak ischial direct form",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5580,0010,3,"Preparatory, above knee - knee disarticulation ischial level socket, non-alignable system, pylon, no cover, sach foot, thermoplastic or equal, molded to model","Prep ak ischial thermo mold",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5585,0010,3,"Preparatory, above knee - knee disarticulation, ischial level socket, non-alignable system, pylon, no cover, sach foot, prefabricated adjustable open end socket","Prep ak ischial open end",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,19960101,,N
L5590,0010,3,"Preparatory, above knee - knee disarticulation ischial level socket, non-alignable system, pylon no cover, sach foot, laminated socket, molded to model","Prep ak ischial laminated",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5595,0010,3,"Preparatory, hip disarticulation-hemipelvectomy, pylon, no cover, sach foot, thermoplastic or equal, molded to patient model","Hip disartic sach thermopls",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,19960101,,N
L5600,0010,3,"Preparatory, hip disarticulation-hemipelvectomy, pylon, no cover, sach foot, laminated socket, molded to patient model","Hip disart sach laminat mold",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,19960101,,N
L5610,0010,3,"Addition to lower extremity, endoskeletal system, above knee, hydracadence system","Above knee hydracadence",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5611,0010,3,"Addition to lower extremity, endoskeletal system, above knee - knee disarticulation, 4 bar linkage, with friction swing phase control","Ak 4 bar link w/fric swing",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,19960101,,N
L5613,0010,3,"Addition to lower extremity, endoskeletal system, above knee-knee disarticulation, 4 bar linkage, with hydraulic swing phase control","Ak 4 bar ling w/hydraul swig",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,19960101,,N
L5614,0010,3,"Addition to lower extremity, exoskeletal system, above knee-knee disarticulation, 4 bar linkage, with pneumatic swing phase control","4-bar link above knee w/swng",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19940101,19960101,,N
L5616,0010,3,"Addition to lower extremity, endoskeletal system, above knee, universal multiplex system, friction swing phase control","Ak univ multiplex sys frict",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5617,0010,3,"Addition to lower extremity, quick change self-aligning unit, above knee or below knee, each","Ak/bk self-aligning unit ea",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19960101,19960101,,N
L5618,0010,3,"Addition to lower extremity, test socket, symes","Test socket symes",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5620,0010,3,"Addition to lower extremity, test socket, below knee","Test socket below knee",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5622,0010,3,"Addition to lower extremity, test socket, knee disarticulation","Test socket knee disarticula",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5624,0010,3,"Addition to lower extremity, test socket, above knee","Test socket above knee",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5626,0010,3,"Addition to lower extremity, test socket, hip disarticulation","Test socket hip disarticulat",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5628,0010,3,"Addition to lower extremity, test socket, hemipelvectomy","Test socket hemipelvectomy",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5629,0010,3,"Addition to lower extremity, below knee, acrylic socket","Below knee acrylic socket",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,19960101,,N
L5630,0010,3,"Addition to lower extremity, symes type, expandable wall socket","Syme typ expandabl wall sckt",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5631,0010,3,"Addition to lower extremity, above knee or knee disarticulation, acrylic socket","Ak/knee disartic acrylic soc",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,19960101,,N
L5632,0010,3,"Addition to lower extremity, symes type, 'ptb' brim design socket","Symes type ptb brim design s",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5634,0010,3,"Addition to lower extremity, symes type, posterior opening (canadian) socket","Symes type poster opening so",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5636,0010,3,"Addition to lower extremity, symes type, medial opening socket","Symes type medial opening so",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5637,0010,3,"Addition to lower extremity, below knee, total contact","Below knee total contact",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,19960101,,N
L5638,0010,3,"Addition to lower extremity, below knee, leather socket","Below knee leather socket",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5639,0010,3,"Addition to lower extremity, below knee, wood socket","Below knee wood socket",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19890101,19960101,,N
L5640,0010,3,"Addition to lower extremity, knee disarticulation, leather socket","Knee disarticulat leather so",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5642,0010,3,"Addition to lower extremity, above knee, leather socket","Above knee leather socket",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5643,0010,3,"Addition to lower extremity, hip disarticulation, flexible inner socket, external frame","Hip flex inner socket ext fr",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,,,N
L5644,0010,3,"Addition to lower extremity, above knee, wood socket","Above knee wood socket",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5645,0010,3,"Addition to lower extremity, below knee, flexible inner socket, external frame","Bk flex inner socket ext fra",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,20001213,,N
L5646,0010,3,"Addition to lower extremity, below knee, air, fluid, gel or equal, cushion socket","Below knee cushion socket",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,20040101,,N
L5647,0010,3,"Addition to lower extremity, below knee suction socket","Below knee suction socket",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,,,N
L5648,0010,3,"Addition to lower extremity, above knee, air, fluid, gel or equal, cushion socket","Above knee cushion socket",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,20040101,,N
L5649,0010,3,"Addition to lower extremity, ischial containment/narrow m-l socket","Isch containmt/narrow m-l so",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,,,N
L5650,0010,3,"Additions to lower extremity, total contact, above knee or knee disarticulation socket","Tot contact ak/knee disart s",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,19960101,,N
L5651,0010,3,"Addition to lower extremity, above knee, flexible inner socket, external frame","Ak flex inner socket ext fra",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19880101,,,N
L5652,0010,3,"Addition to lower extremity, suction suspension, above knee or knee disarticulation socket","Suction susp ak/knee disart",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5653,0010,3,"Addition to lower extremity, knee disarticulation, expandable wall socket","Knee disart expand wall sock",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5654,0010,3,"Addition to lower extremity, socket insert, symes, (kemblo, pelite, aliplast, plastazote or equal)","Socket insert symes",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5655,0010,3,"Addition to lower extremity, socket insert, below knee (kemblo, pelite, aliplast, plastazote or equal)","Socket insert below knee",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
L5656,0010,3,"Addition to lower extremity, socket insert, knee disarticulation (kemblo, pelite, aliplast, plastazote or equal)","Socket insert knee articulat",38,,,,A,,,,,,,,,,,,,,,,,,,,,C,,,,,,,D1F,P,,,,,"  0",19860101,,,N
